ID_Pedido,Fecha_pedido,Anio,Mes_num,Mes,Estacion,ID_Cliente,Pais,Region,Ciudad,Segmento_Cliente,Categoria_Producto,Producto,Canal,Campania,Dispositivo,Unidades,Precio_unitario,Descuento_pct,Ingresos,Costo,Ganancia,Devolucion,Satisfaccion,Dias_entrega
ARG-2024-00227,05/12/2024,2024,12,Diciembre,Verano,CUST-1156,Colombia,Caribe,Barranquilla,Estandar,Belleza,Cepillo Electrico,Tienda,Cyber Days,No Aplica,2,50.22,0.186,91.58,46.14,45.44,0,3.3,1
ARG-2024-00045,05/12/2024,2024,12,Diciembre,Verano,CUST-1229,Colombia,Pacifico,Cali,Estandar,Moda,Zapatillas Run,Online,Cyber Days,Mobile,2,126.99,0.204,226.55,127.7,98.85,0,4.6,2
ARG-2024-00370,06/12/2024,2024,12,Diciembre,Verano,CUST-1023,Peru,Sierra,Arequipa,Premium,Tecnologia,Smartwatch Fit,Tienda,No Aplica,No Aplica,1,192.55,0.0,215.65,170.05,45.6,0,4.3,3
ARG-2024-00089,06/12/2024,2024,12,Diciembre,Verano,CUST-1285,Chile,Centro,Valparaiso,Estandar,Hogar,Lampara Desk,Online,Temporada Alta,Mobile,4,70.57,0.07,294.06,185.42,108.64,0,4.5,5
ARG-2024-00160,07/12/2024,2024,12,Diciembre,Verano,CUST-1282,Mexico,Centro,CDMX,Premium,Deportes,Reloj Deportivo,Online,Always On,Mobile,1,316.95,0.0,354.98,216.62,138.36,0,4.1,5
ARG-2024-00458,07/12/2024,2024,12,Diciembre,Verano,CUST-1220,Peru,Sierra,Arequipa,Estandar,Tecnologia,Parlante Home,Marketplace,No Aplica,Mobile,1,118.9,0.005,132.51,96.0,36.52,0,3.9,5
ARG-2024-00273,08/12/2024,2024,12,Diciembre,Verano,CUST-1271,Colombia,Caribe,Barranquilla,Estandar,Tecnologia,Camara Sport,Online,Always On,Mobile,1,254.05,0.015,280.26,200.84,79.41,0,3.4,3
ARG-2024-00156,08/12/2024,2024,12,Diciembre,Verano,CUST-1280,Mexico,Centro,CDMX,Estandar,Hogar,Licuadora Pro,Marketplace,Temporada Alta,Mobile,2,88.65,0.064,185.94,112.68,73.27,0,3.8,7
ARG-2024-00371,08/12/2024,2024,12,Diciembre,Verano,CUST-1002,Peru,Sierra,Cusco,Basico,Hogar,Licuadora Pro,Marketplace,Always On,Tablet,1,79.09,0.077,81.79,52.11,29.68,0,3.6,7
ARG-2024-00337,08/12/2024,2024,12,Diciembre,Verano,CUST-1014,Colombia,Pacifico,Cali,Estandar,Hogar,Cafetera Plus,Tienda,Always On,No Aplica,3,108.6,0.095,330.23,201.36,128.87,0,4.0,2
ARG-2024-00745,09/12/2024,2024,12,Diciembre,Verano,CUST-1256,Mexico,Norte,Monterrey,Estandar,Deportes,Set Mancuernas,Tienda,Cyber Days,No Aplica,1,124.64,0.189,113.14,73.07,40.08,0,4.5,4
ARG-2024-00183,09/12/2024,2024,12,Diciembre,Verano,CUST-1069,Colombia,Caribe,Barranquilla,Premium,Tecnologia,Parlante Home,Marketplace,Always On,Desktop,1,154.81,0.022,169.65,115.94,23.18,1,3.8,4
ARG-2024-00726,10/12/2024,2024,12,Diciembre,Verano,CUST-1086,Chile,Centro,Valparaiso,Estandar,Moda,Zapatillas Run,Tienda,No Aplica,No Aplica,1,145.41,0.01,161.19,86.11,75.09,0,3.8,3
ARG-2024-00505,10/12/2024,2024,12,Diciembre,Verano,CUST-1114,Colombia,Andina,Bogota,Basico,Deportes,Mat Yoga,Marketplace,Cyber Days,Desktop,1,29.97,0.198,26.93,16.63,10.31,0,4.8,5
ARG-2024-00407,10/12/2024,2024,12,Diciembre,Verano,CUST-1262,Mexico,Occidente,Guadalajara,Premium,Deportes,Mat Yoga,Tienda,Always On,No Aplica,3,49.67,0.071,154.98,98.78,56.2,0,4.8,1
ARG-2024-00692,10/12/2024,2024,12,Diciembre,Verano,CUST-1251,Peru,Costa,Lima,Estandar,Moda,Jeans Slim,Online,Cyber Days,Mobile,1,75.59,0.205,67.34,34.76,32.59,0,4.4,4
ARG-2024-00256,11/12/2024,2024,12,Diciembre,Verano,CUST-1268,Chile,Centro,Santiago,Estandar,Tecnologia,Tablet 10,Tienda,Back to School,No Aplica,1,419.54,0.144,402.25,294.14,108.11,0,3.3,1
ARG-2024-00705,13/12/2024,2024,12,Diciembre,Verano,CUST-1196,Chile,Centro,Valparaiso,Basico,Deportes,Reloj Deportivo,Online,Always On,Mobile,1,206.42,0.062,216.77,129.4,87.38,0,4.0,6
ARG-2024-00695,13/12/2024,2024,12,Diciembre,Verano,CUST-1133,Peru,Costa,Lima,Basico,Deportes,Mat Yoga,Marketplace,Always On,Mobile,2,26.35,0.041,56.63,36.4,20.23,0,3.7,3
ARG-2024-00057,14/12/2024,2024,12,Diciembre,Verano,CUST-1220,Colombia,Andina,Bogota,Estandar,Moda,Zapatillas Run,Marketplace,No Aplica,Mobile,3,132.49,0.0,445.18,252.91,192.27,0,4.4,4
ARG-2024-00260,15/12/2024,2024,12,Diciembre,Verano,CUST-1298,Peru,Costa,Trujillo,Basico,Tecnologia,Camara Sport,Tienda,No Aplica,No Aplica,2,212.86,0.01,472.11,333.6,138.51,0,4.5,2
ARG-2024-00206,15/12/2024,2024,12,Diciembre,Verano,CUST-1229,Chile,Centro,Santiago,Premium,Moda,Jeans Slim,Tienda,Temporada Alta,No Aplica,1,111.45,0.106,111.64,63.42,48.22,0,4.3,1
ARG-2024-00300,15/12/2024,2024,12,Diciembre,Verano,CUST-1071,Peru,Costa,Lima,Estandar,Deportes,Casco Ciclismo,Online,Cyber Days,Mobile,1,70.07,0.185,63.93,43.67,20.26,0,5.0,4
ARG-2024-00489,16/12/2024,2024,12,Diciembre,Verano,CUST-1198,Peru,Costa,Lima,Estandar,Tecnologia,Tablet 10,Online,Always On,Mobile,1,354.26,0.06,372.9,253.44,119.46,0,3.6,5
ARG-2024-00328,16/12/2024,2024,12,Diciembre,Verano,CUST-1063,Mexico,Centro,CDMX,Estandar,Tecnologia,Tablet 10,Online,Back to School,Mobile,2,423.44,0.196,763.02,524.26,238.76,0,4.6,4
ARG-2024-00310,17/12/2024,2024,12,Diciembre,Verano,CUST-1050,Chile,Centro,Santiago,Basico,Deportes,Set Mancuernas,Tienda,Cyber Days,No Aplica,1,108.9,0.187,99.17,62.82,36.35,0,5.0,1
ARG-2024-00619,18/12/2024,2024,12,Diciembre,Verano,CUST-1080,Peru,Costa,Trujillo,Estandar,Hogar,Lampara Desk,Online,No Aplica,Tablet,1,60.71,0.03,65.92,40.28,25.64,0,4.3,4
ARG-2024-00323,19/12/2024,2024,12,Diciembre,Verano,CUST-1001,Chile,Centro,Valparaiso,Premium,Deportes,Bicicleta Indoor,Tienda,No Aplica,No Aplica,1,720.42,0.047,769.1,484.92,284.18,0,4.7,1
ARG-2024-00170,19/12/2024,2024,12,Diciembre,Verano,CUST-1116,Mexico,Norte,Monterrey,Basico,Tecnologia,Audifonos Pro,Online,No Aplica,Mobile,1,133.27,0.029,144.89,102.67,42.23,0,4.6,4
ARG-2024-00313,19/12/2024,2024,12,Diciembre,Verano,CUST-1106,Colombia,Andina,Bogota,Basico,Tecnologia,Camara Sport,Marketplace,Always On,Mobile,3,207.22,0.014,686.48,498.33,188.15,0,4.3,4
ARG-2024-00736,22/12/2024,2024,12,Diciembre,Verano,CUST-1272,Chile,Sur,Concepcion,Basico,Hogar,Organizador Cocina,Marketplace,Always On,Mobile,1,50.42,0.015,55.62,35.23,20.39,0,3.8,7
ARG-2024-00008,22/12/2024,2024,12,Diciembre,Verano,CUST-1063,Chile,Centro,Santiago,Basico,Hogar,Cafetera Plus,Online,No Aplica,Desktop,1,113.9,0.0,127.57,82.37,45.2,0,4.2,3
ARG-2024-00483,23/12/2024,2024,12,Diciembre,Verano,CUST-1139,Colombia,Pacifico,Cali,Premium,Belleza,Perfume Urban,Tienda,Always On,No Aplica,1,106.12,0.03,115.29,55.47,59.82,0,4.0,1
ARG-2024-00106,23/12/2024,2024,12,Diciembre,Verano,CUST-1133,Colombia,Andina,Medellin,Premium,Belleza,Kit Skin Care,Tienda,Cyber Days,No Aplica,3,80.65,0.169,225.29,113.31,111.98,0,4.0,1
ARG-2024-00744,24/12/2024,2024,12,Diciembre,Verano,CUST-1261,Mexico,Centro,Puebla,Estandar,Moda,Jeans Slim,Tienda,Cyber Days,No Aplica,1,90.19,0.16,84.85,47.51,37.33,0,4.9,2
ARG-2024-00071,25/12/2024,2024,12,Diciembre,Verano,CUST-1221,Colombia,Caribe,Barranquilla,Estandar,Deportes,Bicicleta Indoor,Online,Back to School,Desktop,1,541.39,0.12,533.73,331.64,202.09,0,4.5,4
ARG-2024-00603,25/12/2024,2024,12,Diciembre,Verano,CUST-1140,Peru,Costa,Trujillo,Estandar,Tecnologia,Audifonos Pro,Tienda,No Aplica,No Aplica,2,144.03,0.016,317.4,216.97,100.43,0,3.9,1
ARG-2024-00547,25/12/2024,2024,12,Diciembre,Verano,CUST-1245,Colombia,Caribe,Barranquilla,Basico,Tecnologia,Smartwatch Fit,Tienda,Temporada Alta,No Aplica,2,163.03,0.064,341.67,246.4,95.27,0,4.2,1
ARG-2024-00197,27/12/2024,2024,12,Diciembre,Verano,CUST-1165,Colombia,Andina,Bogota,Basico,Moda,Jeans Slim,Tienda,Always On,No Aplica,2,62.36,0.091,126.96,63.42,63.54,0,4.4,3
ARG-2024-00341,27/12/2024,2024,12,Diciembre,Verano,CUST-1295,Colombia,Andina,Medellin,Estandar,Belleza,Secador Ionic,Online,Always On,Mobile,2,93.79,0.096,189.84,92.77,97.07,0,4.1,3
ARG-2024-00252,27/12/2024,2024,12,Diciembre,Verano,CUST-1287,Peru,Costa,Trujillo,Basico,Moda,Jeans Slim,Marketplace,Temporada Alta,Tablet,1,58.1,0.094,58.92,32.98,25.95,0,4.2,5
ARG-2024-00336,27/12/2024,2024,12,Diciembre,Verano,CUST-1258,Colombia,Pacifico,Cali,Estandar,Moda,Zapatillas Run,Marketplace,Back to School,Desktop,3,126.47,0.069,395.48,210.04,185.43,0,4.0,6
ARG-2024-00481,29/12/2024,2024,12,Diciembre,Verano,CUST-1143,Colombia,Pacifico,Cali,Premium,Hogar,Organizador Cocina,Online,Temporada Alta,Mobile,2,64.0,0.08,131.95,85.06,46.89,0,3.8,5
ARG-2024-00631,30/12/2024,2024,12,Diciembre,Verano,CUST-1165,Peru,Sierra,Arequipa,Estandar,Hogar,Licuadora Pro,Marketplace,Cyber Days,Tablet,1,98.12,0.174,90.73,53.68,37.05,0,4.5,3
ARG-2024-00501,31/12/2024,2024,12,Diciembre,Verano,CUST-1195,Chile,Norte,Antofagasta,Basico,Deportes,Bicicleta Indoor,Online,Always On,Mobile,2,489.66,0.082,1007.17,659.44,347.73,0,4.4,1
ARG-2024-00492,31/12/2024,2024,12,Diciembre,Verano,CUST-1153,Colombia,Pacifico,Cali,Basico,Tecnologia,Audifonos Pro,Tienda,Cyber Days,No Aplica,3,132.89,0.186,363.52,270.69,92.83,0,4.6,1
ARG-2025-00648,04/01/2025,2025,1,Enero,Verano,CUST-1091,Chile,Centro,Valparaiso,Estandar,Moda,Camisa Oxford,Tienda,Back to School,No Aplica,1,70.69,0.116,69.99,36.32,33.67,0,3.4,1
ARG-2025-00664,09/01/2025,2025,1,Enero,Verano,CUST-1129,Peru,Costa,Trujillo,Estandar,Hogar,Organizador Cocina,Marketplace,Temporada Alta,Desktop,2,53.38,0.041,114.68,70.85,43.83,0,3.7,6
ARG-2025-00469,11/01/2025,2025,1,Enero,Verano,CUST-1276,Peru,Sierra,Cusco,Premium,Hogar,Licuadora Pro,Marketplace,Temporada Alta,Desktop,1,113.26,0.053,120.18,73.65,46.53,0,4.1,7
ARG-2025-00360,11/01/2025,2025,1,Enero,Verano,CUST-1221,Colombia,Pacifico,Cali,Basico,Belleza,Serum Facial,Tienda,No Aplica,No Aplica,1,31.79,0.0,35.61,16.77,18.84,0,4.2,1
ARG-2025-00158,11/01/2025,2025,1,Enero,Verano,CUST-1249,Chile,Sur,Concepcion,Basico,Hogar,Lampara Desk,Online,Always On,Mobile,1,60.82,0.056,64.3,42.64,21.66,0,4.1,6
ARG-2025-00049,12/01/2025,2025,1,Enero,Verano,CUST-1226,Mexico,Occidente,Guadalajara,Basico,Moda,Bolso Ejecutivo,Tienda,Back to School,No Aplica,2,92.58,0.12,182.56,103.91,78.65,0,4.0,1
ARG-2025-00644,13/01/2025,2025,1,Enero,Verano,CUST-1273,Chile,Centro,Valparaiso,Estandar,Tecnologia,Tablet 10,Online,Temporada Alta,Mobile,1,434.79,0.094,441.1,329.95,111.15,0,4.1,3
ARG-2025-00478,13/01/2025,2025,1,Enero,Verano,CUST-1254,Colombia,Andina,Bogota,Estandar,Deportes,Bicicleta Indoor,Online,Cyber Days,Mobile,1,472.34,0.169,439.79,286.37,153.42,0,3.8,3
ARG-2025-00353,14/01/2025,2025,1,Enero,Verano,CUST-1097,Mexico,Centro,Puebla,Estandar,Moda,Bolso Ejecutivo,Tienda,Back to School,No Aplica,2,112.59,0.077,232.74,125.57,107.17,0,4.2,1
ARG-2025-00559,14/01/2025,2025,1,Enero,Verano,CUST-1270,Colombia,Caribe,Barranquilla,Estandar,Tecnologia,Camara Sport,Tienda,Cyber Days,No Aplica,2,238.86,0.177,440.11,329.74,110.37,0,4.5,1
ARG-2025-00450,14/01/2025,2025,1,Enero,Verano,CUST-1002,Colombia,Andina,Medellin,Estandar,Deportes,Mat Yoga,Tienda,Temporada Alta,No Aplica,1,30.95,0.059,32.62,21.24,11.38,0,4.4,1
ARG-2025-00181,18/01/2025,2025,1,Enero,Verano,CUST-1063,Colombia,Andina,Bogota,Basico,Hogar,Lampara Desk,Tienda,Temporada Alta,No Aplica,2,46.64,0.101,93.9,55.03,38.87,0,4.2,3
ARG-2025-00248,18/01/2025,2025,1,Enero,Verano,CUST-1242,Mexico,Occidente,Guadalajara,Basico,Moda,Chaqueta Urbana,Online,Cyber Days,Desktop,1,135.58,0.159,127.69,68.52,59.17,0,3.7,3
ARG-2025-00486,18/01/2025,2025,1,Enero,Verano,CUST-1009,Colombia,Andina,Medellin,Premium,Deportes,Set Mancuernas,Tienda,Always On,No Aplica,1,125.58,0.024,137.24,92.79,44.45,0,3.5,1
ARG-2025-00030,19/01/2025,2025,1,Enero,Verano,CUST-1034,Colombia,Pacifico,Cali,Premium,Deportes,Set Mancuernas,Online,Back to School,Desktop,2,138.93,0.112,276.41,167.53,108.88,0,4.3,4
ARG-2025-00087,19/01/2025,2025,1,Enero,Verano,CUST-1024,Chile,Sur,Concepcion,Basico,Belleza,Kit Skin Care,Online,Cyber Days,Mobile,1,70.78,0.193,63.98,31.66,32.32,0,4.9,3
ARG-2025-00713,19/01/2025,2025,1,Enero,Verano,CUST-1272,Mexico,Occidente,Guadalajara,Premium,Tecnologia,Tablet 10,Online,Cyber Days,Desktop,1,604.39,0.199,542.54,387.28,155.26,0,4.9,4
ARG-2025-00697,19/01/2025,2025,1,Enero,Verano,CUST-1149,Colombia,Andina,Bogota,Estandar,Moda,Bolso Ejecutivo,Online,No Aplica,Mobile,3,106.94,0.0,359.31,193.75,100.88,1,3.5,3
ARG-2025-00581,22/01/2025,2025,1,Enero,Verano,CUST-1264,Peru,Costa,Trujillo,Premium,Deportes,Mat Yoga,Online,,Tablet,1,34.54,0.194,31.2,20.02,11.18,0,3.6,5
ARG-2025-00025,24/01/2025,2025,1,Enero,Verano,CUST-1295,Mexico,Centro,Puebla,Basico,Deportes,Mat Yoga,Tienda,No Aplica,No Aplica,1,31.55,0.013,34.89,22.66,12.23,0,3.8,2
ARG-2025-00494,26/01/2025,2025,1,Enero,Verano,CUST-1215,Mexico,Centro,Puebla,Estandar,Moda,Camisa Oxford,Tienda,No Aplica,No Aplica,1,69.01,0.016,76.09,38.46,37.63,0,4.5,3
ARG-2025-00302,30/01/2025,2025,1,Enero,Verano,CUST-1030,Colombia,Caribe,Barranquilla,Premium,Tecnologia,Smartwatch Fit,Marketplace,Temporada Alta,Mobile,1,241.17,0.107,241.28,173.14,68.13,0,4.2,6
ARG-2025-00361,01/02/2025,2025,2,Febrero,Verano,CUST-1198,Chile,Sur,Concepcion,Premium,Moda,Zapatillas Run,Online,No Aplica,Desktop,1,182.04,0.0,203.89,109.09,94.8,0,3.7,5
ARG-2025-00615,01/02/2025,2025,2,Febrero,Verano,CUST-1291,Chile,Norte,Antofagasta,Estandar,Moda,Bolso Ejecutivo,Online,Cyber Days,Mobile,1,117.48,0.151,111.65,64.0,47.64,0,4.6,3
ARG-2025-00577,04/02/2025,2025,2,Febrero,Verano,CUST-1269,Colombia,Pacifico,Cali,Basico,Moda,Chaqueta Urbana,Tienda,Always On,No Aplica,1,113.19,0.053,120.09,70.56,49.53,0,4.4,1
ARG-2025-00176,04/02/2025,2025,2,Febrero,Verano,CUST-1029,Mexico,Centro,CDMX,Premium,Belleza,Kit Skin Care,Tienda,No Aplica,No Aplica,1,102.63,0.0,114.94,56.47,58.47,0,5.0,1
ARG-2025-00503,04/02/2025,2025,2,Febrero,Verano,CUST-1223,Colombia,Caribe,Barranquilla,Premium,Tecnologia,Parlante Home,Online,No Aplica,Mobile,1,154.93,0.0,173.53,124.36,49.17,0,3.4,2
ARG-2025-00532,05/02/2025,2025,2,Febrero,Verano,CUST-1214,Colombia,Andina,Medellin,Premium,Moda,Jeans Slim,Marketplace,No Aplica,Desktop,1,106.33,0.014,117.47,62.96,54.51,0,4.5,6
ARG-2025-00121,08/02/2025,2025,2,Febrero,Verano,CUST-1204,Peru,Sierra,Cusco,Estandar,Moda,Bolso Ejecutivo,Online,Cyber Days,Mobile,1,95.43,0.159,89.85,47.1,42.74,0,3.4,6
ARG-2025-00710,11/02/2025,2025,2,Febrero,Verano,CUST-1028,Chile,Norte,Antofagasta,Basico,Moda,Zapatillas Run,Online,Always On,Mobile,2,118.23,0.094,240.01,125.17,114.85,0,4.7,4
ARG-2025-00440,15/02/2025,2025,2,Febrero,Verano,CUST-1119,Colombia,Andina,Medellin,Estandar,Belleza,Kit Skin Care,Online,Cyber Days,Mobile,3,67.36,0.202,180.7,88.54,92.16,0,4.5,2
ARG-2025-00500,17/02/2025,2025,2,Febrero,Verano,CUST-1251,Chile,Norte,Antofagasta,Basico,Hogar,Lampara Desk,Tienda,,No Aplica,2,55.31,0.034,119.64,72.22,47.41,0,4.4,3
ARG-2025-00507,19/02/2025,2025,2,Febrero,Verano,CUST-1050,Colombia,Caribe,Barranquilla,Estandar,Moda,Jeans Slim,Online,Always On,Mobile,1,70.64,0.077,72.99,42.64,30.36,0,4.7,4
ARG-2025-00595,20/02/2025,2025,2,Febrero,Verano,CUST-1193,Mexico,Norte,Monterrey,Estandar,Deportes,Mat Yoga,Tienda,Always On,No Aplica,2,38.1,0.047,81.31,50.21,31.09,0,4.9,2
ARG-2025-00722,24/02/2025,2025,2,Febrero,Verano,CUST-1170,Peru,Sierra,Arequipa,Estandar,Moda,Camisa Oxford,Tienda,No Aplica,No Aplica,1,53.26,0.0,59.65,33.66,25.99,0,4.3,1
ARG-2025-00608,24/02/2025,2025,2,Febrero,Verano,CUST-1092,Peru,Costa,Trujillo,Estandar,Tecnologia,Camara Sport,Tienda,Back to School,No Aplica,1,221.69,0.104,222.57,154.14,68.43,0,3.7,2
ARG-2025-00035,25/02/2025,2025,2,Febrero,Verano,CUST-1179,Mexico,Centro,CDMX,Basico,Tecnologia,Tablet 10,Marketplace,Cyber Days,Mobile,2,286.74,0.203,511.61,377.86,133.75,0,4.6,7
ARG-2025-00108,26/02/2025,2025,2,Febrero,Verano,CUST-1208,Colombia,Pacifico,Cali,Premium,Moda,Zapatillas Run,Online,No Aplica,Desktop,1,151.48,0.024,165.54,86.43,79.11,0,3.9,4
ARG-2025-00441,27/02/2025,2025,2,Febrero,Verano,CUST-1046,Mexico,Occidente,Guadalajara,Estandar,Deportes,Reloj Deportivo,Online,Cyber Days,Desktop,1,249.51,0.153,236.8,151.3,85.5,0,4.7,5
ARG-2025-00275,01/03/2025,2025,3,Marzo,Otono,CUST-1189,Chile,Norte,Antofagasta,Premium,Moda,Camisa Oxford,Tienda,No Aplica,No Aplica,1,80.03,0.0,76.83,42.61,34.22,0,4.5,1
ARG-2025-00345,03/03/2025,2025,3,Marzo,Otono,CUST-1292,Mexico,Norte,Monterrey,Premium,Deportes,Bicicleta Indoor,Marketplace,No Aplica,Desktop,2,795.98,0.001,1526.75,970.51,556.24,0,5.0,4
ARG-2025-00556,03/03/2025,2025,3,Marzo,Otono,CUST-1140,Colombia,Andina,Medellin,Estandar,Tecnologia,Tablet 10,Marketplace,Back to School,Mobile,2,408.56,0.117,692.85,486.25,206.6,0,4.4,6
ARG-2025-00140,04/03/2025,2025,3,Marzo,Otono,CUST-1250,Peru,Sierra,Cusco,Basico,Tecnologia,Parlante Home,Online,Back to School,Mobile,3,97.46,0.117,247.72,174.61,73.1,0,4.4,8
ARG-2025-00506,07/03/2025,2025,3,Marzo,Otono,CUST-1230,Peru,Costa,Trujillo,Basico,Deportes,Mat Yoga,Online,Always On,Mobile,2,26.48,0.015,50.09,32.39,17.7,0,3.6,5
ARG-2025-00396,07/03/2025,2025,3,Marzo,Otono,CUST-1183,Peru,Sierra,Arequipa,Premium,Moda,Camisa Oxford,Tienda,,No Aplica,3,67.75,0.037,187.91,100.05,87.86,0,4.5,1
ARG-2025-00497,08/03/2025,2025,3,Marzo,Otono,CUST-1264,Peru,Sierra,Arequipa,Premium,Tecnologia,Parlante Home,Online,Cyber Days,Mobile,3,147.45,0.169,352.98,242.89,110.09,0,5.0,4
ARG-2025-00638,09/03/2025,2025,3,Marzo,Otono,CUST-1154,Chile,Centro,Santiago,Basico,Tecnologia,Parlante Home,Tienda,Cyber Days,No Aplica,1,122.73,0.204,93.74,69.34,24.4,0,2.7,1
ARG-2025-00451,11/03/2025,2025,3,Marzo,Otono,CUST-1263,Mexico,Occidente,Guadalajara,Premium,Tecnologia,Camara Sport,Tienda,Back to School,No Aplica,1,396.44,0.114,337.37,248.06,89.31,0,3.7,3
ARG-2025-00036,11/03/2025,2025,3,Marzo,Otono,CUST-1129,Peru,Costa,Lima,Premium,Moda,Jeans Slim,Online,Always On,Desktop,2,97.7,0.068,174.83,98.17,76.66,0,4.3,3
ARG-2025-00354,12/03/2025,2025,3,Marzo,Otono,CUST-1011,Colombia,Caribe,Barranquilla,Basico,Moda,Chaqueta Urbana,Online,Temporada Alta,Mobile,1,117.02,0.088,102.49,61.22,41.26,0,,5
ARG-2025-00286,12/03/2025,2025,3,Marzo,Otono,CUST-1146,Colombia,Pacifico,Cali,Basico,Tecnologia,Camara Sport,Online,Always On,Desktop,1,209.2,0.042,192.32,131.71,60.6,0,4.5,5
ARG-2025-00531,13/03/2025,2025,3,Marzo,Otono,CUST-1145,Colombia,Andina,Bogota,Estandar,Deportes,Reloj Deportivo,Tienda,Back to School,No Aplica,2,209.73,0.124,352.61,227.2,125.41,0,4.2,1
ARG-2025-00347,13/03/2025,2025,3,Marzo,Otono,CUST-1017,Mexico,Norte,Monterrey,Premium,Belleza,Kit Skin Care,Online,Cyber Days,Mobile,1,101.99,0.226,75.75,38.56,37.18,0,3.1,4
ARG-2025-00592,16/03/2025,2025,3,Marzo,Otono,CUST-1138,Peru,Costa,Lima,Estandar,Deportes,Mat Yoga,Online,Always On,Mobile,2,34.61,0.009,65.85,40.09,25.77,0,4.1,4
ARG-2025-00295,16/03/2025,2025,3,Marzo,Otono,CUST-1149,Peru,Sierra,Arequipa,Basico,Tecnologia,Tablet 10,Online,Temporada Alta,Desktop,1,261.49,0.071,233.18,165.1,68.07,0,5.0,4
ARG-2025-00281,17/03/2025,2025,3,Marzo,Otono,CUST-1068,Mexico,Norte,Monterrey,Premium,Moda,Jeans Slim,Online,Cyber Days,Desktop,1,122.95,0.176,97.3,53.98,43.32,0,5.0,4
ARG-2025-00290,18/03/2025,2025,3,Marzo,Otono,CUST-1246,Peru,Sierra,Cusco,Estandar,Deportes,Bicicleta Indoor,Marketplace,Always On,Tablet,1,478.71,0.012,453.98,295.63,158.35,0,3.9,5
ARG-2025-00315,22/03/2025,2025,3,Marzo,Otono,CUST-1027,Peru,Costa,Trujillo,Basico,Tecnologia,Smartwatch Fit,Online,Temporada Alta,Desktop,1,143.09,0.058,129.45,95.55,33.9,0,4.3,2
ARG-2025-00572,23/03/2025,2025,3,Marzo,Otono,CUST-1035,Chile,Sur,Concepcion,Premium,Moda,Camisa Oxford,Marketplace,No Aplica,Mobile,1,85.93,0.0,82.49,44.68,37.81,0,4.1,6
ARG-2025-00237,25/03/2025,2025,3,Marzo,Otono,CUST-1222,Mexico,Centro,Puebla,Basico,Hogar,Lampara Desk,Tienda,No Aplica,No Aplica,1,59.47,0.002,56.98,34.17,22.81,0,4.3,1
ARG-2025-00346,30/03/2025,2025,3,Marzo,Otono,CUST-1288,Chile,Norte,Antofagasta,Basico,Moda,Chaqueta Urbana,Tienda,Always On,No Aplica,2,136.46,0.037,252.33,140.24,66.67,1,3.8,3
ARG-2025-00034,31/03/2025,2025,3,Marzo,Otono,CUST-1251,Chile,Sur,Concepcion,Estandar,Tecnologia,Audifonos Pro,Online,Back to School,Desktop,1,163.19,0.112,139.05,97.95,41.1,0,3.6,4
ARG-2025-00042,01/04/2025,2025,4,Abril,Otono,CUST-1087,Chile,Sur,Concepcion,Estandar,Deportes,Reloj Deportivo,Online,Temporada Alta,Desktop,1,260.67,0.096,226.14,153.02,73.12,0,4.1,2
ARG-2025-00236,01/04/2025,2025,4,Abril,Otono,CUST-1253,Colombia,Andina,Bogota,Estandar,Moda,Jeans Slim,Online,Always On,Desktop,2,77.02,0.042,141.63,76.84,64.8,0,4.3,2
ARG-2025-00425,03/04/2025,2025,4,Abril,Otono,CUST-1060,Colombia,Caribe,Barranquilla,Premium,Moda,Camisa Oxford,Marketplace,No Aplica,Mobile,1,68.92,0.0,66.17,34.28,31.89,0,4.1,6
ARG-2025-00434,06/04/2025,2025,4,Abril,Otono,CUST-1192,Chile,Norte,Antofagasta,Estandar,Tecnologia,Parlante Home,Tienda,No Aplica,No Aplica,1,141.67,0.0,136.0,102.0,34.0,0,4.1,1
ARG-2025-00355,07/04/2025,2025,4,Abril,Otono,CUST-1090,Colombia,Pacifico,Cali,Premium,Moda,Camisa Oxford,Marketplace,Back to School,Mobile,1,67.37,0.097,58.42,32.84,25.58,0,,5
ARG-2025-00001,12/04/2025,2025,4,Abril,Otono,CUST-1062,Mexico,Occidente,Guadalajara,Premium,Hogar,Cafetera Plus,Online,Cyber Days,Mobile,2,173.92,0.166,278.43,169.73,108.7,0,4.3,2
ARG-2025-00597,12/04/2025,2025,4,Abril,Otono,CUST-1247,Mexico,Norte,Monterrey,Estandar,Tecnologia,Smartwatch Fit,Marketplace,Temporada Alta,Mobile,2,228.73,0.03,426.05,303.23,122.82,0,4.8,5
ARG-2025-00084,12/04/2025,2025,4,Abril,Otono,CUST-1157,Colombia,Andina,Medellin,Estandar,Tecnologia,Smartwatch Fit,Tienda,Back to School,No Aplica,1,201.54,0.115,171.19,126.8,44.38,0,4.1,2
ARG-2025-00611,13/04/2025,2025,4,Abril,Otono,CUST-1182,Peru,Costa,Lima,Estandar,Hogar,Organizador Cocina,Tienda,No Aplica,No Aplica,2,40.38,0.017,76.22,49.6,26.62,0,3.5,1
ARG-2025-00096,13/04/2025,2025,4,Abril,Otono,CUST-1287,Colombia,Andina,Medellin,Estandar,Deportes,Bicicleta Indoor,Tienda,Temporada Alta,No Aplica,1,473.41,0.064,425.24,279.64,145.59,0,4.9,2
